CF

コード,年度,営業CF,投資CF,財務CF,設備投資,現金同等物,営業CFマージン
5759,2024/03,698194000,-2108644000,1110173000,-2027000000,3376480000,4.19
5781,2023/03,180271000,-148940000,-120619000,-147000000,404032000,3.7
5801,2025/03,59833000000,-7235000000,-44150000000,-41527000000,66092000000,4.98
5802,2025/03,402253000000,-223904000000,-150825000000,-199824000000,294487000000,8.6
5803,2025/03,115908000000,-20912000000,-57395000000,-,184244000000,11.83
5805,2025/03,13112000000,71000000,-1451000000,-7590000000,19153000000,5.51
5809,2024/03,3279000000,-2726000000,-,-2462000000,1780000000,5.11
5816,2024/12,2317851000,24506000,-1807061000,-1507000000,7339728000,5.17
5817,2025/02,135000000,-52000000,1019000000,-76189000,1746664000,2.6
5819,2024/12,1455480000,317464000,-543521000,-102000000,9893495000,11.75
5820,2025/03,147297000,-55042000,283679000,-197553000,2039859000,1.35
5821,2025/03,3888000000,-2242000000,-912000000,-1613000000,10803000000,12.62
5830,2025/03,-160043000000,134864000000,-23976000000,-18688000000,1119510000000,-69.02
5831,2025/03,-521034000000,16506000000,-36788000000,-14836000000,879153000000,-152.67
5832,2025/03,46944000000,-265073000000,4214000000,-11905000000,1201718000000,22.17
5834,2025/03,-26506000000,-123000000,22931000000,-28000000,8936000000,-63.24
5836,2024/12,417503000,-221961000,858547000,-26573000,2015669000,5.12
5838,2025/03,183758000000,-732563000000,-,-13969000000,4241852000000,99.58
5842,2024/12,5818000000,-102000000,-2501000000,-12000000,22137000000,18.63
5843,2024/09,196634000,-59408000,593497000,-51754000,2460424000,6.1
5844,2025/03,501615000000,-84877000000,-24020000000,-6278000000,1322262000000,299.9
5845,2025/03,3063000000,-668000000,-328000000,-183000000,7268000000,11.94
5851,2024/12,29162000000,-13723000000,-14901000000,-16895000000,28026000000,9.94
5852,2025/03,15394000000,-12786000000,-1129000000,-14876000000,13546000000,9.45
5856,2025/03,-2015543000,4551534000,-302775000,-228482000,2830841000,-19.55
5857,2025/03,14685000000,250000000,-6207000000,-7423000000,17555000000,2.9
5858,2025/03,542000000,-360000000,-205000000,-411900000,1064582000,8.43
5867,2024/12,374699000,218445000,-442603000,-6301000,1260249000,12.7
5868,2024/12,341565000,-83568000,-519454000,-43313000,1601137000,4.38
5869,2025/03,1259665000,-1140970000,-843304000,-692178000,3769356000,18.03
5870,2025/03,427000000,-91000000,-503000000,-90457000,829478000,5
5871,2024/12,297000000,-718000000,1384000000,-417000000,7190000000,1.31
5884,2024/06,-34055000,-89463000,57007000,-94807000,982345000,-1.19
5885,2024/05,757572000,-94493000,435580000,-75144000,3006128000,17.13
5888,2025/01,1153000000,-494000000,-122000000,-296812000,2220340000,6.28
5889,2025/01,5258000000,-2406000000,-3379000000,-2179000000,3931000000,31.55
5891,2024/12,943361000,-739930000,-319044000,-496738000,3469881000,7.69
5892,2025/03,-537000000,-1109000000,2017000000,-338058000,983419000,-6.47
5900,2025/02,280866000,-555583000,-82368000,-578521000,2858026000,2.55
5901,2025/03,94062000000,-51109000000,-18768000000,-34107000000,110007000000,10.2
5902,2025/03,12500000000,-10150000000,-1760000000,-10313000000,13272000000,13.53
5903,2024/06,787567000,472457000,-267119000,-90000000,3208555000,10.92
5905,2025/03,896171000,640144000,-277147000,-391745000,1896368000,7.96
5906,2025/03,516561000,-256654000,-216598000,-225918000,2515173000,1.83
5909,2025/03,-423000000,-2749000000,-817000000,-1358000000,13234000000,-0.5
5911,2025/03,-2171000000,-1975000000,-3701000000,-5314000000,16832000000,-1.36
5915,2025/03,8184000000,-869000000,-3591000000,-,10317000000,20.18
5918,2025/03,3620000000,-2465000000,2569000000,-2324000000,6780000000,15.18
5921,2024/09,-1422000000,-213000000,-700000000,-333000000,1259971000,-5.16
5922,2025/03,1710072000,-1756553000,-1301214000,-1322714000,7423599000,7.45
5923,2025/03,-547359000,-393734000,1088108000,-614801000,2288699000,-2.97
5928,2025/03,54769000,-163178000,-83268000,-221295000,1880895000,0.66
5929,2025/03,76942000000,-30174000000,-42890000000,-,103114000000,11.62
5930,2025/03,10975000000,-3745000000,-6795000000,-5347000000,39693000000,4.8
5932,2024/05,17196000000,-8620000000,-6769000000,-9899000000,23312000000,4.87
5933,2025/03,5424243000,-5560687000,-103998000,-5632409000,6783797000,8.81
5935,2024/03,-126770000,-520346000,517224000,-229000000,935130000,-0.89
5936,2025/03,-160000000,-66000000,-672000000,-,3799000000,-0.77
5938,2024/03,47990000000,-29876000000,-3673000000,-60955000000,124485000000,3.24
5939,2025/03,783406000,-356687000,-74364000,-,1910888000,9.92
5940,2025/03,-74000000,-1593000000,-1871000000,-2145000000,12091000000,-0.07
5941,2025/03,544473000,-3932469000,574116000,-2038144000,2996532000,1.36
5942,2024/11,1971752000,-1013695000,-579061000,-2101000000,4822622000,6.88
5943,2024/12,8618000000,-5996000000,-2477000000,-10425000000,27346000000,4.26
5945,2025/03,2496001000,-1281567000,-831310000,-592145000,8795601000,19.01
5946,2024/12,2582000000,-579000000,-1561000000,-1434000000,3622000000,5.6
5947,2025/03,57502000000,-22685000000,-26503000000,-17401000000,136300000000,12.49
5949,2025/03,28619000000,-12577000000,-18261000000,-12912000000,48450000000,8.67
5950,2024/12,233445000,956362000,-1772526000,-128000000,1620089000,4.63
5951,2025/03,2821000000,-2954000000,-356000000,-441688000,10086385000,14.17
5952,2025/03,461000000,-110000000,-275000000,-104129000,697563000,8.26
5953,2025/03,889000000,-489000000,-260000000,-,3383000000,6.17
5955,2025/03,1115194000,-480515000,-172496000,-448974000,3435902000,9.45
5956,2025/03,457280000,-539142000,377545000,-574727000,3618535000,2.01
5957,2024/12,3707927000,-899135000,-1426676000,-1095000000,9604647000,7.88
5958,2025/03,1820000000,-950000000,-802000000,-978000000,9596000000,6.17
5959,2024/12,3729000000,-2423000000,-2413000000,-3358000000,11364000000,5.5
5962,2025/03,234051000,-285306000,30812000,-332070000,1082019000,2.77
5965,2024/12,3141157000,-2696767000,70423000,-1856000000,9245429000,6.88
5966,2024/03,503226000,-203708000,-182305000,-559000000,3416493000,5.97
5967,2024/05,-760044000,-549501000,1700279000,-554029000,2248514000,-10.03
5969,2025/03,289000000,-138000000,-654000000,-125088000,1961297000,5.06
5970,2025/03,22540000000,-30045000000,5774000000,-32114000000,31201000000,6.64
5971,2024/04,1664336000,-2576061000,-214138000,-987000000,5150833000,15.17
5973,2025/03,903073000,-121015000,111524000,-759175000,1789091000,4.99
5974,2025/03,1017000000,-205000000,-833000000,-245000000,277000000,7.35
5975,2025/03,52246000000,-44546000000,-4412000000,-33012000000,53997000000,13.99
5976,2025/03,4107000000,-3404000000,1713000000,-2681000000,17580000000,7.13
5979,2025/03,1499000000,-1464000000,-292000000,-589987000,1002740000,17.29
5981,2025/03,2416000000,-1645000000,-31000000,-1856000000,5962000000,3.84
5982,2025/02,5431018000,-12905777000,-1746118000,-934872000,23847011000,8.45
5983,2025/03,809194000,-858101000,-712065000,-652645000,4026437000,6.4
5984,2025/03,2638243000,-1750637000,1411330000,-2738146000,8061031000,13.04
5985,2025/03,654000000,1001000000,-284000000,-,9195000000,1.02
5986,2025/03,-1759225000,31466000,696854000,-,4799923000,-3.48
5987,2024/06,826070000,-222288000,-423929000,-285000000,2707562000,16.63
5988,2025/03,8124000000,3340000000,-6469000000,-4760000000,30236000000,12.82
5989,2025/03,21079000000,-13149000000,-7338000000,-16180000000,19310000000,9.24
5990,2025/03,132000000,-1354000000,582000000,-1369296000,1017971000,2.52
5991,2025/03,55713000000,-47784000000,-23625000000,-43244000000,81805000000,6.95
5992,2025/03,9594750000,-8140837000,-901008000,-8264840000,21560277000,8.71
5993,2025/02,1606864000,-563677000,116219000,-714031000,10283340000,10.34
5994,2025/03,814560000,-544503000,8825000,-,4119369000,1.91
5997,2024/12,990580000,-573650000,-202977000,-445000000,4152801000,8.44
5998,2025/03,492136000,-1211427000,912723000,-2164485000,4185816000,1.72
5999,2023/03,3799000000,-1177000000,-914000000,-1209000000,8867000000,15.84
6005,2025/03,34119000000,-134627000000,119703000000,-6125000000,55251000000,13.57
6013,2025/03,-4066000000,1257000000,938000000,-2575000000,38073000000,-2.69
6016,2025/03,6750901000,-4702825000,1082878000,-4418625000,7411720000,23.39
6018,2025/03,1585452000,-6557000,-207352000,-603831000,4669225000,11.89
6022,2025/03,-532912000,-307209000,37088000,-,610923000,-6.79
6023,2025/03,9354000000,-6513000000,-10797000000,-6532000000,21015000000,10.54
6025,2024/08,179201000,-22763000,-154383000,-13254000,666561000,2.86
6026,2024/12,402000000,-117000000,-318000000,-162000000,1264000000,5.85
6027,2025/03,1368466000,-625133000,-41276000,-683875000,4171122000,9.72
6028,2024/06,31177000000,-785000000,-20929000000,-441000000,45241000000,14.22
6029,2024/12,200852000,-31160000,-259743000,-78495000,1049977000,4.74
6030,2024/06,856748000,-295231000,2382047000,-139853000,17007750000,3.83
6031,2024/12,-107549000,-51018000,501044000,-18115000,1486857000,-15.78
6032,2023/03,357609000,-54565000,-143607000,-52712000,1508353000,12.51
6033,2025/03,1532053000,-364743000,-641055000,-164644000,4049107000,13.51
6034,2024/12,503040000,-1843072000,161772000,-72346000,2605218000,12.08
6035,2025/03,773000000,-271000000,-444000000,-281470000,4153839000,13.37
6036,2024/06,5279557000,-2495117000,-1222126000,-2051000000,5137452000,25.66
6037,2024/07,663808000,-4092267000,-150111000,-13560000,1221431000,28.08
6038,2024/06,826983000,-292542000,217721000,-75542000,3613690000,13.5
6039,2025/03,1372000000,-994000000,-608000000,-963674000,1107603000,26
6040,2024/07,1968169000,-2676282000,2106472000,-2724528000,3141302000,23.87
6042,2025/03,-441341000,-295233000,539755000,-502646000,3692089000,-5.28
6044,2024/05,1038669000,-220478000,-342020000,-96753000,1477144000,5.35
6045,2025/03,1579167000,-87548000,-196521000,-9231000,6097636000,40.89
6046,2024/09,-112162000,3840000,-3601000,-2474000,1072498000,-11.58
6047,2024/05,-206000000,271000000,-103000000,-4000000,5090000000,-2.81
6048,2024/08,-100707000,-68787000,11412000,-2811000,2376748000,-4.45
6049,2024/10,-458283000,3259220000,-1082000,-19900000,6862045000,-11.6
6050,2024/09,1741391000,-48171000,2957486000,-60491000,10402138000,15.29
6054,2024/12,264488000,23760000,-9800000,0,3925678000,4.18
6055,2025/03,14195000000,-2737000000,-2145000000,-2169000000,14945000000,26.95
6058,2025/02,5675000000,-1478000000,-2901000000,-1030000000,17125000000,9.58
6059,2025/03,254625000,1738941000,-1103511000,-1055808000,10984263000,0.87
6060,2025/03,1111272000,-367926000,-157995000,-497676000,3695300000,10.98
6061,2024/06,2136537000,-1760448000,-1415337000,-281428000,4122961000,12.67
6062,2024/06,10534000000,-1668000000,-3039000000,-4329000000,12640000000,22.02
6063,2024/12,-39844000,-111943000,79459000,-43571000,2163757000,-1.37
6069,2025/03,-190905000,-769005000,127630000,-20104000,2376969000,-3.08
6070,2025/03,2710718000,-129775000,-1785189000,-99075000,10724275000,6.71
6071,2024/12,1308978000,-357283000,-1385718000,-503397000,4373834000,7.38
6072,2025/03,67000000,-25000000,-187000000,-28511000,821680000,3.57
6073,2025/03,1120000000,-61000000,-2671000000,-,7106131000,7.99
6074,2025/03,108000000,22000000,69000000,-101042000,1062039000,1.29
6076,2024/11,3237000000,-1326000000,-2105000000,-1415000000,2302000000,17.95
6078,2024/12,2020971000,-713945000,-1218230000,-557537000,5188771000,24.13
6080,2024/09,3844291000,-2680830000,-1270175000,-91979000,35146881000,20.06
6081,2023/12,-118552000,49088000,-234961000,-174954000,1844956000,-2.86
6082,2025/03,591000000,-747000000,-770000000,-395595000,6554597000,2.53
6083,2024/05,1506289000,-391622000,-740987000,-343000000,6653088000,8.36
6085,2025/03,-84000000,-46000000,77000000,-43807000,211000000,-9.36
6086,2025/02,1434000000,-359000000,-1067000000,-201199000,4153864000,5.58
6087,2024/09,572350000,12136000,-406745000,-38000000,4488541000,5.72
6088,2025/03,5390000000,-1542000000,-4073000000,-444072000,6945511000,20.5
6089,2025/03,1806000000,-695000000,-1233000000,-,6936000000,1.29
6090,2024/06,236795000,-32441000,-73153000,-146222000,1788506000,17.6
6091,2024/07,738293000,488707000,-619409000,-241000000,9134177000,4.69
6092,2025/03,21919000,-1602974000,1274028000,-1467028000,3263030000,0.21
6093,2025/02,690272000,-307869000,-298510000,-297217000,2793868000,14.56
6094,2024/09,-2699891000,244787000,3055426000,-665604000,19821084000,-5.22
6095,2024/09,1890649000,1266124000,-1269931000,-255593000,7280009000,12.65
6096,2025/03,426529000,-78685000,-465326000,-97106000,2552993000,4.39
6098,2025/03,610363000000,-61054000000,-880480000000,-7951000000,808625000000,17.16
6099,2024/12,4500060000,-2233510000,-849533000,-92576000,6825105000,9.47
6101,2025/03,8855000000,-2020000000,-8762000000,-2026000000,27729000000,8.24
6103,2025/03,17802000000,-15257000000,-3498000000,-13599000000,48276000000,8.61
6104,2025/03,8331000000,910000000,-6532000000,-2932000000,54341000000,4.95
6111,2025/03,614816000,-559350000,-181509000,-1081314000,3858402000,5.22
6113,2025/03,46192000000,7851000000,-42420000000,-6787000000,104841000000,11.64
6118,2025/03,6512000000,-1830000000,-3758000000,-899000000,32984000000,8.57
6121,2023/03,-41318000,-845148000,-2529536000,-843000000,7750332000,-0.15
6125,2025/03,-2112000000,-5095000000,10493000000,-3872000000,14722000000,-4.83
6131,2024/03,162480000,-133322000,-203370000,-588000000,1016054000,1.86
6134,2025/03,23413000000,-11418000000,-16195000000,-,58005000000,18.38
6135,2025/03,13571000000,-13877000000,-6726000000,-14945000000,64067000000,5.79
6136,2024/11,28557000000,-21741000000,-7985000000,-17128000000,48206000000,18.36
6137,2025/03,3667000000,-1318000000,-2221000000,-1390000000,16493000000,6.64
6138,2025/03,1404961000,-519824000,-924167000,-572685000,1346849000,15.98
6140,2025/03,5765000000,-3820000000,-212000000,-4999000000,14810000000,14.06
6141,2024/12,44579000000,-38195000000,-5664000000,-43806000000,41747000000,8.03
6142,2025/02,1113886000,-567138000,-1127557000,-1013984000,8844514000,5.67
6143,2024/12,9969000000,-1632000000,-1041000000,-2587000000,42569000000,13.53
6144,2025/03,541000000,-3063000000,-976000000,-2705000000,8356000000,1.62
6145,2025/03,50000000,154000000,-329000000,-888000000,14274000000,0.15
6146,2025/03,120364000000,-68002000000,-38150000000,-66930000000,229167000000,30.6
6147,2025/03,39783000,-128857000,-61639000,-120437000,388243000,1.29
6149,2024/12,3288614000,-745933000,-284977000,-803000000,10364627000,24.96
6150,2024/05,1267111000,-108283000,-197467000,-45000000,1562110000,23.19
6151,2025/03,2709000000,-6852000000,-1385000000,-6064000000,13429000000,9.94
6155,2025/03,1447000000,-20000000,651000000,-248000000,4175000000,10.42
6156,2024/06,342468000,-138938000,-500295000,-95197000,678924000,21.38
6157,2025/03,2011247000,-392609000,-684297000,-111167000,9768215000,21.33
6158,2025/03,917000000,-401000000,-12000000,-402204000,4472270000,12.14
6159,2024/08,47014000,585863000,-1524079000,-237000000,6513120000,1
6161,2025/03,2059000000,-87000000,-279000000,-81690000,3359059000,26.13
6164,2023/12,1407857000,-894182000,-264245000,-191066000,497255000,13.76
6165,2025/03,2271000000,-2415000000,181000000,-1136000000,6450000000,5.56
6166,2025/03,123398000,-45238000,-263399000,-45238000,1308830000,4.67
6167,2025/03,1800000000,-849000000,-659000000,-713000000,7361000000,10.85
6171,2024/12,686403000,-111493000,-443835000,-340000000,2090637000,9.34
6173,2025/02,-403304000,523508000,-104617000,-3640000,64427000,-11.65
6176,2024/09,276707000,-158305000,-587300000,-56256000,1385209000,5.74
6177,2024/12,-227539000,-14680000,236830000,-12161000,70832000,-22.88
6178,2025/03,2794869000000,4684413000000,215896000000,-306267000000,67199263000000,24.37
6180,2024/12,500639000,-399037000,-176051000,-89000000,3203457000,7.58
6181,2025/03,269064000,-99053000,-485613000,-115301000,1375950000,4.55
6182,2025/02,61468000,-132981000,-102934000,-344610000,2903833000,1.51
6183,2025/02,17391000000,-3693000000,-13897000000,-1147000000,6992000000,12.11
6184,2025/01,597000000,-350000000,-155000000,-513658000,2074218000,8.45
6185,2025/03,1322000000,-103000000,-1176000000,-433452000,2476134000,11.36
6186,2025/03,548949000,-1092325000,89010000,-,978297000,2.75
6189,2024/09,1488000000,-265000000,-1340000000,-424000000,1241000000,5.63
6190,2025/03,-73000000,-27000000,-128000000,-32319000,1149390000,-4.74
6191,2024/09,2271000000,-3629000000,-1397000000,-798000000,9647000000,8.55
6192,2023/09,-1422000,-3635000,-428623000,-100000000,2607248000,-0.02
6193,2025/03,229850000,-198527000,178343000,-230791000,1365456000,3.54
6194,2024/09,1283690000,-836996000,-809791000,-8248000,4362212000,14.93
6195,2025/03,229867000,29621000,-305081000,-36345000,966592000,7.32
6196,2024/09,6280767000,-1045662000,-979006000,-660720000,18358964000,34.63
6197,2025/03,5877000000,347000000,-7335000000,-822000000,14004000000,4.28
6198,2024/09,-91231000,-21345000,-480358000,-19507000,2152744000,-0.55
6199,2024/08,1357112000,-404100000,-923341000,-204277000,6844087000,6.11
6200,2024/09,4032447000,-447594000,-1394974000,-307924000,5705369000,32.33
6201,2025/03,171578000000,-43403000000,-198654000000,-211032000000,378455000000,4.2
6203,2025/03,55000000,-2554000000,1493000000,-2403000000,2852000000,0.22
6208,2025/03,-2165000000,-585000000,2729000000,-,932000000,-13.36
6209,2025/03,17477000000,-7085000000,-8404000000,-7719000000,25760000000,10.26
6210,2024/03,552000000,-643000000,-370000000,-1170000000,6167000000,1.91
6217,2024/11,801000000,530000000,-968000000,-260000000,2907000000,2.2
6218,2025/03,1513000000,-1345000000,-168000000,-1441000000,4342000000,6.91
6222,2025/03,-4461000000,-3222000000,5376000000,-1405000000,10363000000,-13.72
6223,2024/12,6568000000,-2498000000,-2058000000,-1705000000,14012000000,20.48
6224,2025/02,1676000000,-1153000000,505000000,-310188000,2429938000,15.15
6225,2024/07,-198350000,-49970000,-88393000,-1865000,1446413000,-8.04
6226,2025/03,1997480000,-261322000,-499226000,-209633000,5739625000,10.28
6227,2024/06,-1131034000,-889842000,2130561000,-886000000,2873563000,-7.33
6228,2024/12,-1390000000,302000000,392000000,-248000000,2118000000,-7.77
6229,2025/03,1121000000,-129000000,-358000000,-161179000,2055771000,10.74
6230,2025/03,1679000000,-1357000000,-363000000,-1266561000,1453074000,5.9
6231,2025/03,2241000000,-1995000000,-364000000,-1855308000,1598420000,13.97
6232,2024/12,-1902755000,-46895000,1691498000,-34784000,1243580000,-71.65
6233,2024/09,705569000,-161018000,-282904000,-87000000,1064646000,7.21
6235,2024/12,5049667000,-7700710000,-3806523000,-3337000000,28035706000,15.58
6236,2024/03,-552547000,-1039253000,840681000,-141538000,4466803000,-3.82
6237,2025/03,3463503000,-784014000,-1876184000,-,7941672000,7.57
6238,2025/03,3856317000,-2603059000,-1036711000,-2705928000,11728385000,8.7
6239,2024/06,2296179000,-182895000,-1772773000,-96594000,2446431000,24.16
6240,2025/03,2762000000,-529000000,-1298000000,-496941000,5762076000,13.74
6245,2025/03,-724402000,-147904000,-1776454000,-533636000,11252531000,-1.5
6246,2025/03,-1532000000,-815000000,-366000000,-910018000,6896070000,-7.1
6247,2025/03,4720000000,-3299000000,-2396000000,-,12824000000,12.31
6248,2025/03,461000000,-80000000,-93000000,-80597000,1839181000,20.25
6249,2025/03,6801000000,-4045000000,-2685000000,-210000000,22297000000,17.92
6250,2024/12,14033000000,-3432000000,-7570000000,-5389000000,15769000000,8.51
6254,2025/03,-18729030000,-4215704000,27178606000,-3577915000,16539650000,-19.44
6255,2024/08,557831000,-89521000,-134864000,-79476000,5237825000,5.17
6257,2025/03,4611000000,-2025000000,-1168000000,-1344000000,21551000000,13.33
6258,2025/03,9427955000,-2023079000,-5591004000,-2297693000,12882428000,10.66
6262,2025/03,2442264000,-1641991000,-1519699000,-1065473000,8333367000,11.08
6264,2024/08,431772000,-504277000,-395071000,-504338000,3028196000,9.09
6265,2024/12,481528000,-189503000,-75956000,-169389000,2659706000,26.02
6266,2024/12,7506726000,-1710321000,-3163932000,-1239000000,9733357000,20.93
6267,2024/07,1144263000,-144030000,-344552000,-43000000,2857340000,11.61
6268,2024/12,26650000000,-28733000000,-4137000000,-20125000000,74476000000,8.24
6269,2024/12,88704000000,-19386000000,-29458000000,-12282000,198205000000,13.4
6272,2025/03,5754146000,-1999235000,-1369857000,-1983638000,15777876000,14.67
6273,2025/03,196656000000,35234000000,-100202000000,-107802000000,531649000000,24.83
6276,2024/12,240669000,-360470000,41334000,-354000000,1015272000,10.4
6277,2024/09,7305000000,-3011000000,-2753000000,-3781000000,26995000000,8.55
6278,2024/12,7283000000,-7269000000,-1678000000,-5623000000,17966000000,22.34
6279,2025/02,1091268000,1136780000,-772268000,-679240000,9732630000,5.47
6282,2025/03,8773000000,-2447000000,-6893000000,-4235000000,24966000000,12.98
6284,2024/09,9609000000,-794000000,-3374000000,-823000000,28439000000,26.13
6286,2025/03,3116344000,-2426741000,-2235057000,-2282418000,6935998000,7.77
6287,2025/03,12471000000,-8208000000,-2077000000,-9022000000,25883000000,8.06
6289,2024/08,3139000000,55000000,-2501000000,-1336000000,6070000000,10.65
6291,2024/12,-667587000,-884179000,-964327000,-1018155000,2192106000,-4.94
6292,2025/03,1122829000,-455098000,-1221832000,-494456000,6770159000,5.41
6293,2024/03,-8222000000,-4244000000,9268000000,-5651000000,8454000000,-17.47
6294,2025/03,-7803000,-1130019000,1482887000,-1267765000,4666715000,-0.03
6295,2023/12,995771000,-204520000,-414777000,-218000000,4811196000,13.94
6297,2024/03,473062000,-37268000,-82605000,-139000000,1658342000,4.96
6298,2025/03,2670000000,-1077000000,-2069000000,-283000000,7094000000,11.59
6301,2025/03,517167000000,-210669000000,-321424000000,-,385569000000,12.6
6302,2024/12,12763000000,-49482000000,41908000000,-46800000000,107542000000,1.19
6305,2025/03,143932000000,-52833000000,-85371000000,-32348000000,147136000000,10.5
6306,2025/03,2994000000,-2805000000,-1749000000,-,13977000000,6.09
6307,2025/03,-465975000,16142000,-135412000,-151902000,1083411000,-8.06
6309,2024/10,3363993000,-629876000,-1327108000,-505000000,14933001000,6.45
6310,2024/12,8825000000,-5843000000,-5099000000,-5567000000,8150000000,5.24
6312,2025/02,1750091000,-459672000,-855691000,-316870000,5152751000,7.48
6315,2025/03,10372805000,-4758217000,-5126263000,-,20390386000,19.4
6316,2024/09,214000000,-1454000000,1504000000,-1565000000,4431000000,0.53
6317,2024/03,4880000000,-3080000000,292000000,-2565000000,10367000000,7.93
6319,2025/03,1885767000,-2679913000,-512445000,-854389000,3177590000,9.99
6322,2025/03,998000000,-797000000,-985000000,-473821000,3115466000,8.98
6323,2025/02,36791000000,-6455000000,-9160000000,-2198000000,61330000000,29.57
6324,2025/03,7516235000,1480063000,-5874183000,-5334113000,22923012000,13.51
6325,2025/03,344618000,375210000,-82830000,-148506000,1773021000,4.92
6326,2024/12,282084000000,-208879000000,-26276000000,-215449000000,295130000000,9.35
6327,2024/06,504060000,-85611000,482084000,-43002000,3435554000,8.49
6328,2024/12,1968000000,-187000000,-1566000000,-217000000,14068000000,5.25
6330,2025/03,-23094000000,-19772000000,674000000,-5577000000,72509000000,-8.3
6331,2025/03,-3311000000,43000000,-1047000000,-,10822000000,-5.59
6332,2025/03,18463000000,1434000000,-20473000000,-1033000000,27465000000,13.26
6333,2025/03,3944667000,1470431000,-4706674000,-1039226000,11998609000,12.91
6334,2025/03,-418899000,-763301000,159160000,-339081000,1320706000,-6.43
6335,2025/03,-870000000,-72000000,-14000000,-,7533940000,-11.76
6336,2025/01,2292000000,-626000000,-1785000000,-438000000,2329000000,15.46
6337,2025/03,1767000000,-900000000,-495000000,-346000000,4063000000,29.99
6338,2024/09,213785000,146639000,1475357000,-86000000,6264669000,1.33
6339,2025/03,2352000000,-30326000000,15267000000,-5801000000,32056000000,1.57
6340,2024/06,10432000000,-3447000000,-3044000000,-3759000000,46894000000,9.04
6342,2025/03,60879000,306954000,-629640000,-326647000,4162897000,0.78
6343,2025/03,176225000,-819166000,251456000,-496131000,1110017000,2.53
6345,2025/03,9871000000,-1955000000,-3133000000,-,46871546000,16.64
6346,2025/03,78168000,-385330000,-225380000,-48280000,4414520000,1.41
6347,2025/03,101000000,-76000000,-282000000,-,1041326000,4.54
6349,2025/03,17018000000,-4781000000,-4310000000,-,57400000000,15.32
6351,2025/03,7027000000,-7986000000,2530000000,-6080000000,28144000000,10.33
6356,2025/03,1289921000,-884922000,-384305000,-590074000,4496297000,13.5
6357,2025/03,3272180000,-3401416000,-1180445000,-3236144000,21813365000,5.29
6358,2025/03,399000000,39000000,-1220000000,-411364000,7599293000,1.43
6360,2025/03,1013762000,-109915000,-186228000,-53239000,3529314000,7.86
6361,2024/12,100940000000,-48554000000,-31915000000,-117348000000,171031000000,11.65
6362,2024/03,2250761000,12072000,-932576000,-103000000,2358043000,22.57
6363,2025/03,-668000000,-1557000000,5848000000,-4589000000,17083000000,-0.77
6364,2025/03,3910247000,-1084444000,4371583000,-1085246000,18915664000,7.13
6365,2025/03,2109000000,-834000000,-961000000,-626000000,6380000000,7.51
6366,2025/03,51175000000,-4181000000,-298000000,-4022000000,221238000000,11.2
6367,2025/03,514450000000,-337406000000,-153468000000,-245985000000,658105000000,10.83
6368,2025/03,21100000000,-2130000000,-20821000000,-2689000000,16751000000,12.92
6369,2025/03,5300000000,-1762000000,-5422000000,-,6450000000,8.76
6370,2025/03,87760000000,-52074000000,-25448000000,-49859000000,62951000000,21.46
6371,2025/03,21297000000,-11834000000,-21655000000,-,63316000000,7.63
6373,2025/03,4637000000,-2812000000,-1700000000,-3724000000,8702000000,8.06
6376,2024/12,-6568000000,-4985000000,13358000000,-6510000000,34663000000,-3.08
6378,2025/03,2576000000,-427000000,-612000000,-499000000,9892000000,9.75
6379,2025/03,-107000000,-2304000000,-6490000000,-,3575000000,-0.07
6380,2025/03,-7000000,-582000000,501000000,-560887000,308342000,-0.17
6381,2025/03,9746000000,-3255000000,-3932000000,-2985000000,17686000000,17.91
6382,2025/03,-2808126000,-4671283000,-1012957000,-4255598000,8034374000,-6.98
6383,2024/12,116129000000,-2393000000,-36820000000,-15532000000,220395000000,20.62
6384,2025/03,178000000,-332000000,-444000000,-252261000,4813428000,2.1
6387,2024/07,1642346000,-292170000,-103438000,-276000000,4637782000,20.02
6390,2024/03,-696000000,1627000000,1401000000,-857000000,22366000000,-1.21
6391,2025/03,542000000,-245000000,-148000000,-249030000,1672461000,7.74
6392,2025/03,1598896000,-777296000,-987959000,-814146000,4096635000,10.93
6393,2025/03,2084320000,-1401250000,-578514000,-1661865000,6508567000,6.22
6395,2024/12,26000000,-25109000000,21623000000,-9990000000,92574000000,0.01
6396,2025/03,761731000,-258698000,-165790000,-272183000,2883043000,15.38
6400,2024/12,855611000,-617537000,-19577000,-929000000,1458104000,10.37
6402,2025/03,733297000,-83512000,-568338000,-85179000,1174161000,5.51
6403,2025/03,2845000000,-464000000,198000000,-167000000,4595000000,10.96
6405,2025/03,1365234000,-1374407000,-535978000,-1377828000,5597109000,8.77
6406,2025/03,15402000000,16514000000,-19270000000,-6459000000,54738000000,6.38
6407,2025/03,19174000000,-6057000000,-6179000000,-5993000000,34344000000,12.32
6408,2025/03,2794000000,-495000000,-2445000000,-2191000000,7470000000,6.36
6411,2024/12,4139665000,-572294000,-1904346000,-404000000,10178956000,12.23
6412,2025/03,24925000000,-500031000000,509939000000,-18897000000,74707000000,17.09
6413,2025/03,3347000000,-8303000000,-1465000000,-2744000000,13706000000,4.25
6416,2025/03,-1205000000,-59000000,184000000,-61450000,799474000,-19.54
6417,2025/03,58036000000,-3580000000,-19846000000,-,240050000000,30.26
6418,2025/03,7637167000,-390294000,-2789031000,-458893000,17457475000,20.2
